Rank, name, IMDb Rating, link, image, plot, genres, runtime, certificate, titleType, keywords, countriesOfOrigin, meterRanking, meterRankChange, directors, writers, stars, topCast, budget, openingWeekendGross, lifetimeGross, worldwideGross, filmingLocations, spokenLanguages, soundMix, aspectRatio, color, awardWins, awardNominations, isSeries, isEpisode, isAdult
"232", "The Big Lebowski", "8.1", "https://www.imdb.com/title/tt0118715/", "https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg", "Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.", "Comedy, Crime", "117", "R", "Movie", "rug, millionaire, laziness, pornographer, urination", "GB", "538", "DOWN 106", "", "Ethan Coen, Joel Coen", "Jeff Bridges, John Goodman, Julianne Moore", "Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi", "USD 15,000,000", "USD 5,533,844", "USD 19,488,923", "USD 48,266,946", "South Pasadena, California, USA", "English, German, Hebrew, Spanish", "DTS, Dolby Digital, SDDS", "1.85 : 1", "Color", "7", "18", "False", "False", "False"
"233", "The Incredibles", "8", "https://www.imdb.com/title/tt0317705/", "https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg", "While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.", "Animation, Action, Adventure", "115", "PG", "Movie", "superhero family, superhero, good versus evil, non comic book superhero, family relationships", "US", "818", "DOWN 22", "Brad Bird", "", "Craig T. Nelson, Samuel L. Jackson, Holly Hunter", "Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee", "USD 92,000,000", "USD 70,467,623", "USD 261,441,092", "USD 631,688,498", "Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA", "English, French, German, Italian, Portuguese, Russian", "Dolby Digital EX, SDDS", "2.39 : 1", "Color", "70", "56", "False", "False", "False"
"234", "Before Sunset", "8.1", "https://www.imdb.com/title/tt0381681/", "https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg", "Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour.", "Drama, Romance", "80", "R", "Movie", "brief encounter, dialogue driven, enduring relationship, sequel, one day timespan", "US", "1423", "UP 77", "Richard Linklater", "Richard Linklater, Julie Delpy, Ethan Hawke", "Ethan Hawke, Julie Delpy, Vernon Dobtcheff", "Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès", "USD 2,700,000", "USD 219,425", "USD 5,820,649", "USD 16,373,310", "Seine River, Paris, France", "English, French", "DTS, Dolby Digital, SDDS", "1.85 : 1", "Color", "10", "32", "False", "False", "False"
"235", "Hachi: A Dog&apos;s Tale", "8.1", "https://www.imdb.com/title/tt1028532/", "https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg", "Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un...", "Biography, Drama, Family", "93", "G", "Movie", "dog, loyalty, human animal relationship, japanese, waiting", "GB", "1856", "UP 92", "Lasse Hallström", "Stephen P. Lindsey, Kaneto Shindō", "Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa", "Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer", "USD 16,000,000", "", "", "USD 46,749,646", "Rhode Island, USA", "English, Japanese", "DTS, Dolby Digital, SDDS", "1.85 : 1", "Color", "0", "1", "False", "False", "False"
"236", "Room", "8.1", "https://www.imdb.com/title/tt3170832/", "https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg", "A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.", "Drama, Thriller", "118", "R", "Movie", "escape, kidnapping, mother son relationship, locked in a room, unlawful confinement", "IE", "1339", "DOWN 354", "Lenny Abrahamson", "", "Brie Larson, Jacob Tremblay, Sean Bridgers", "Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson", "USD 13,000,000", "USD 118,298", "USD 14,677,654", "USD 35,402,766", "Apache Burgers, 5236 Dundas St. W., Etobicoke, Ontario, Canada", "English", "Dolby Digital, Datasat, Dolby Atmos", "2.35 : 1, 2.39 : 1", "Color", "108", "143", "False", "False", "False"
"237", "Hababam Sinifi: Sinifta Kaldi", "8.4", "https://www.imdb.com/title/tt0252488/", "https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_.jpg", "A group of students have failed their exams and must return for another year. Distracting them all is a new young female teacher, who they try out their usual tricks on.", "Comedy", "95", "", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"238", "The Exorcist", "8.1", "https://www.imdb.com/title/tt0070047/", "https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg", "When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.", "Horror", "122", "R", "Movie", "exorcism, demonic possession, exorcist, mother daughter relationship, holy water", "US", "716", "DOWN 49", "William Friedkin", "", "Ellen Burstyn, Max von Sydow, Linda Blair", "Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb", "USD 11,000,000", "USD 8,175,666", "USD 233,005,644", "USD 430,872,776", "Mosul, Iraq", "English, Latin, Greek, French, German, Arabic, Kurdish", "Mono", "", "Color", "18", "21", "False", "False", "False"
"239", "Hotel Rwanda", "8.1", "https://www.imdb.com/title/tt0395169/", "https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg", "Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.", "Biography, Drama, History", "121", "PG-13", "Movie", "rwanda, brutality, hatred, mass killing, female rear nudity", "US", "2395", "UP 34", "Terry George", "Keir Pearson, Terry George", "Don Cheadle, Sophie Okonedo, Joaquin Phoenix", "Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali", "USD 17,500,000", "USD 100,091", "USD 23,530,892", "USD 33,882,243", "Kigali, Rwanda", "English, French, Kinyarwanda", "DTS, Dolby Digital", "2.35 : 1", "Color", "16", "49", "False", "False", "False"
"240", "Det sjunde inseglet", "8.1", "https://www.imdb.com/title/tt0050976/", "https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg", "A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.", "Drama, Fantasy", "96", "Not Rated", "Movie", "chess, death, knight, death personified, church", "SE", "2132", "UP 141", "Ingmar Bergman", "", "Max von Sydow, Gunnar Björnstrand, Bengt Ekerot", "Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe", "USD 150,000", "", "", "USD 335,900", "Hovs Hallar - Naturreservat, Skåne län, Sweden", "Swedish, Latin", "", "1.37 : 1", "Black and White", "9", "2", "False", "False", "False"
"241", "The Iron Giant", "8.1", "https://www.imdb.com/title/tt0129167/", "https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg", "A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.", "Animation, Action, Adventure", "86", "PG", "Movie", "giant robot, 1950s, government agent, friendship, small town", "US", "1704", "UP 165", "Brad Bird", "Tim McCanlies, Brad Bird, Ted Hughes", "Eli Marienthal, Harry Connick Jr., Jennifer Aniston", "Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel", "USD 70,000,000", "USD 5,732,614", "USD 23,315,035", "USD 23,340,070", "Los Angeles, California, USA", "English", "Dolby Digital, SDDS", "2.39 : 1", "Color", "20", "18", "False", "False", "False"
"242", "Platoon", "8", "https://www.imdb.com/title/tt0091763/", "https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg", "Chris Taylor is a young, naive American who gives up college and volunteers for combat in Vietnam. Upon arrival, he quickly discovers that his presence is quite nonessential, and is considered insignificant to the other soldiers, ...", "Drama, War", "120", "R", "Movie", "vietnam war, jungle warfare, voice over, village, marijuana", "US", "1041", "DOWN 15", "Oliver Stone", "", "Charlie Sheen, Tom Berenger, Willem Dafoe", "Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David", "USD 6,000,000", "USD 241,080", "USD 138,530,565", "USD 138,548,001", "Philippines", "English, Vietnamese", "Dolby Stereo, Dolby Digital", "1.85 : 1", "Color", "24", "21", "False", "False", "False"
"243", "Rush", "8.1", "https://www.imdb.com/title/tt1979320/", "https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg", "James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.", "Biography, Drama, Sport", "123", "R", "Movie", "formula 1, rivalry, 1970s, car racing, nurburgring germany", "GB", "581", "UP 239", "Ron Howard", "", "Daniel Brühl, Chris Hemsworth, Olivia Wilde", "Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara", "USD 38,000,000", "USD 187,289", "USD 26,947,624", "USD 93,328,577", "Nürburgring, Rhineland-Palatinate, Germany", "English, German, Italian, French, Japanese, Spanish", "Dolby Digital, Datasat, SDDS", "2.39 : 1", "Color", "6", "67", "False", "False", "False"
"244", "Stand by Me", "8.1", "https://www.imdb.com/title/tt0092005/", "https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg", "A writer recounts a childhood journey with his friends to view the body of a boy who went missing in the woods.", "Adventure, Drama", "89", "R", "Movie", "coming of age, boy, friendship, childhood friend, treehouse", "US", "428", "DOWN 154", "Rob Reiner", "Stephen King, Raynold Gideon, Bruce A. Evans", "Wil Wheaton, River Phoenix, Corey Feldman", "Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell", "USD 8,000,000", "USD 242,795", "USD 52,987,763", "USD 54,322,037", "Lake Britton Bridge, Shasta-Trinity National Forest, Burney, California, USA", "English", "Mono", "1.85 : 1", "Color", "7", "14", "False", "False", "False"
"245", "The Wizard of Oz", "8.1", "https://www.imdb.com/title/tt0032138/", "https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_.jpg", "Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...", "Adventure, Family, Fantasy", "102", "G", "Movie", "witch, wizard, tornado, kansas, lion", "US", "1297", "DOWN 52", "", "Noel Langley, Florence Ryerson, Edgar Allan Woolf", "Judy Garland, Frank Morgan, Ray Bolger", "Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr", "USD 2,777,000", "USD 5,354,311", "USD 24,668,669", "USD 25,637,669", "Stage 28, Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA", "English", "", "1.37 : 1", "", "16", "14", "False", "False", "False"
"246", "La battaglia di Algeri", "8.1", "https://www.imdb.com/title/tt0058946/", "https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg", "In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.", "Drama, War", "121", "Not Rated", "Movie", "battle of algiers, torture, struggle for independence, insurrection, street fighter", "IT", "3082", "UP 302", "Gillo Pontecorvo", "Franco Solinas, Gillo Pontecorvo", "Brahim Hadjadj, Jean Martin, Yacef Saadi", "Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash", "USD 800,000", "USD 64,870", "USD 879,794", "USD 963,474", "Casbah, Algiers, Algeria", "Arabic, French, English, Spanish", "Mono", "1.85 : 1", "Black and White", "9", "8", "False", "False", "False"
"247", "Babam ve Oglum", "8.2", "https://www.imdb.com/title/tt0476735/", "https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg", "The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.", "Drama", "112", "Not Rated", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"248", "La passion de Jeanne d&apos;Arc", "8.1", "https://www.imdb.com/title/tt0019254/", "https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg", "In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.", "Biography, Drama, History", "114", "Passed", "Movie", "trial, close up scene, martyrdom, character name in title, 15th century", "FR", "4676", "DOWN 330", "Carl Theodor Dreyer", "Joseph Delteil, Carl Theodor Dreyer", "Maria Falconetti, Eugene Silvain, André Berley", "Maria Falconetti, Eugene Silvain, André Berley, Maurice Schutz", "", "USD 6,408", "USD 21,877", "USD 22,731", "Boulogne-Billancourt, Hauts-de-Seine, France", "None, French, Latin", "Silent", "1.33 : 1", "Black and White", "4", "1", "False", "False", "False"
"249", "Höstsonaten", "8.1", "https://www.imdb.com/title/tt0077711/", "https://m.media-amazon.com/images/M/MV5BNTg1MzJiNTYtZjcyNS00NDE5LWE0N2ItMGIxM2Y2ZDMyYjJjXkEyXkFqcGc@._V1_.jpg", "A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.", "Drama, Music", "99", "PG", "Movie", "child neglect, dysfunctional family, pianist, mother daughter estrangement, marriage", "XWG", "3551", "UP 129", "Ingmar Bergman", "", "Ingrid Bergman, Liv Ullmann, Lena Nyman", "Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk", "", "", "", "USD 39,662", "Jar, Norway", "Swedish, English", "Mono", "1.66 : 1", "Color", "10", "10", "False", "False", "False"
"250", "Andhadhun", "8.2", "https://www.imdb.com/title/tt8108198/", "https://m.media-amazon.com/images/M/MV5BZjc5OWIzOTgtMmM2ZS00ZjZhLTkyZWItMTFjYTc0NWQ4NzhkXkEyXkFqcGc@._V1_.jpg", "A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.", "Comedy, Crime, Mystery", "139", "Not Rated", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
